text,scenario_id,standard_name,relevance,role,unit,source,group_id,split,training_angle
钢坯厚度__mm__AI,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:unit_channel_mix,9af75e9aa20f8829,external_train,unit_channel_mix
钢坯厚度_raw,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:case_and_suffix_noise,bf3ce919426fa184,external_train,case_and_suffix_noise
2号线_WIDTH_测点A12,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:equipment_channel_context,0de9304f45f29207,external_train,equipment_channel_context
2号线_slab_width_测点A12,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:equipment_channel_context,4b15b8ea9a735964,external_train,equipment_channel_context
2号线_坯料宽度_测点A12,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:equipment_channel_context,2db8f9580e64323e,external_train,equipment_channel_context
2号线_钢坯宽度_测点A12,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:equipment_channel_context,95b56f040888bfa2,external_train,equipment_channel_context
DCS-A-WIDTH-PV-07,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:dcs_vendor_envelope,00d36d6a604f2da2,external_train,dcs_vendor_envelope
DCS-A-slab_width-PV-07,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:dcs_vendor_envelope,2f806703fef93da0,external_train,dcs_vendor_envelope
DCS-A-坯料宽度-PV-07,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:dcs_vendor_envelope,60a4a6eee8aa9b05,external_train,dcs_vendor_envelope
DCS-A-钢坯宽度-PV-07,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:dcs_vendor_envelope,fe59e436809f044a,external_train,dcs_vendor_envelope
PLC01.WIDTH.VALUE,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:plc_vendor_envelope,558ef2168e4e6c43,external_train,plc_vendor_envelope
PLC01.slab_width.VALUE,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:plc_vendor_envelope,8921bae67578422f,external_train,plc_vendor_envelope
PLC01.坯料宽度.VALUE,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:plc_vendor_envelope,1a514c7fd1577b40,external_train,plc_vendor_envelope
PLC01.钢坯宽度.VALUE,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:plc_vendor_envelope,0fbe09db6a2077e0,external_train,plc_vendor_envelope
WIDTH,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:separator_noise,5bceb506865e53ab,external_train,separator_noise
WIDTH(mm),steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_parenthesis,f8414169ff2e7b0a,external_train,unit_parenthesis
WIDTH__mm__AI,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_channel_mix,f59bd109c325de6e,external_train,unit_channel_mix
slab.width,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:separator_noise,0d1976b26ebf924d,external_train,separator_noise
slab_width(mm),steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_parenthesis,21b6f8662f6a2545,external_train,unit_parenthesis
slab_width__mm__AI,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_channel_mix,984032e1f2933382,external_train,unit_channel_mix
slab_width_raw,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:case_and_suffix_noise,ac8c3362321a5881,external_train,case_and_suffix_noise
width_raw,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:case_and_suffix_noise,ac711d410a687cee,external_train,case_and_suffix_noise
坯料宽度,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:separator_noise,e2c9af0241393076,external_train,separator_noise
坯料宽度(mm),steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_parenthesis,fbc0bbcc94f757d9,external_train,unit_parenthesis
坯料宽度__mm__AI,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_channel_mix,3f36efe6d44aafa3,external_train,unit_channel_mix
坯料宽度_raw,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:case_and_suffix_noise,d69e32bfaf1462a4,external_train,case_and_suffix_noise
钢坯宽度,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:separator_noise,e98686b6f14a7ae2,external_train,separator_noise
钢坯宽度(mm),steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_parenthesis,e5a29cfa7648a300,external_train,unit_parenthesis
钢坯宽度__mm__AI,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:unit_channel_mix,e3f3417f3ec50c45,external_train,unit_channel_mix
钢坯宽度_raw,steel_reheating_furnace,slab_width,useful,disturbance,mm,multi_angle:case_and_suffix_noise,3d65338f25aab611,external_train,case_and_suffix_noise
2号线_DATETIME_测点A12,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:equipment_channel_context,03aab355c02a722e,external_train,equipment_channel_context
2号线_TS_测点A12,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:equipment_channel_context,e9aa39d82a5356a3,external_train,equipment_channel_context
2号线_时间戳_测点A12,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:equipment_channel_context,8c8cfac40462251d,external_train,equipment_channel_context
2号线_采集时间_测点A12,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:equipment_channel_context,ac5e731a2c903600,external_train,equipment_channel_context
DATETIME,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:separator_noise,c910dfd4c5092da3,external_train,separator_noise
DCS-A-DATETIME-PV-07,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,9f36a2d3aaf5a4de,external_train,dcs_vendor_envelope
DCS-A-TS-PV-07,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,0dfb414d5dc47c23,external_train,dcs_vendor_envelope
DCS-A-时间戳-PV-07,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,964b4ff4d921382a,external_train,dcs_vendor_envelope
DCS-A-采集时间-PV-07,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,469738dce8e98434,external_train,dcs_vendor_envelope
PLC01.DATETIME.VALUE,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,68418d82ebb4ff0a,external_train,plc_vendor_envelope
PLC01.TS.VALUE,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,8bce32d82b9c1eff,external_train,plc_vendor_envelope
PLC01.时间戳.VALUE,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,e962747c16c26b63,external_train,plc_vendor_envelope
PLC01.采集时间.VALUE,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,ead932450d4ab36f,external_train,plc_vendor_envelope
TS,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:separator_noise,c4420a4e9f8dbb5a,external_train,separator_noise
datetime_raw,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,eb13d82206192544,external_train,case_and_suffix_noise
ts_raw,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,1948a75db68cd11d,external_train,case_and_suffix_noise
时间戳,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:separator_noise,9cacd14964352ceb,external_train,separator_noise
时间戳_raw,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,c44b0cb2f4932551,external_train,case_and_suffix_noise
采集时间,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:separator_noise,95955c95d176ee3b,external_train,separator_noise
采集时间_raw,steel_reheating_furnace,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,3adfde3dfd32bfd3,external_train,case_and_suffix_noise
2号线_BEAM_SPEED_测点A12,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:equipment_channel_context,4edd81c0ff66438b,external_train,equipment_channel_context
2号线_WALKING_BEAM_SPEED_测点A12,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:equipment_channel_context,007ddca1369c9d96,external_train,equipment_channel_context
2号线_walking_beam_speed_测点A12,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:equipment_channel_context,86f66eece144fac4,external_train,equipment_channel_context
2号线_出钢速度_测点A12,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:equipment_channel_context,5f8f74e97705244a,external_train,equipment_channel_context
2号线_推钢速度_测点A12,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:equipment_channel_context,24ff10a39ea86e0d,external_train,equipment_channel_context
2号线_步进速度_测点A12,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:equipment_channel_context,06ebc9260b32bf6a,external_train,equipment_channel_context
BEAM.SPEED,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:separator_noise,41b7780335c54244,external_train,separator_noise
BEAM_SPEED(m/min),steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_parenthesis,c99279afee9b2b3d,external_train,unit_parenthesis
BEAM_SPEED__m/min__AI,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_channel_mix,2f561147b2756aec,external_train,unit_channel_mix
DCS-A-BEAM_SPEED-PV-07,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:dcs_vendor_envelope,c45d29babe745c51,external_train,dcs_vendor_envelope
DCS-A-WALKING_BEAM_SPEED-PV-07,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:dcs_vendor_envelope,0139ec1ad34b0533,external_train,dcs_vendor_envelope
DCS-A-walking_beam_speed-PV-07,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:dcs_vendor_envelope,5b37be806a0ad43f,external_train,dcs_vendor_envelope
DCS-A-出钢速度-PV-07,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:dcs_vendor_envelope,8a9996bd5612e2dd,external_train,dcs_vendor_envelope
DCS-A-推钢速度-PV-07,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:dcs_vendor_envelope,af84002615639df1,external_train,dcs_vendor_envelope
DCS-A-步进速度-PV-07,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:dcs_vendor_envelope,eda44f2933ee80fb,external_train,dcs_vendor_envelope
PLC01.BEAM_SPEED.VALUE,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:plc_vendor_envelope,30c71423d54e15d9,external_train,plc_vendor_envelope
PLC01.WALKING_BEAM_SPEED.VALUE,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:plc_vendor_envelope,983bcd8d1278537f,external_train,plc_vendor_envelope
PLC01.walking_beam_speed.VALUE,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:plc_vendor_envelope,81011f74d017fb76,external_train,plc_vendor_envelope
PLC01.出钢速度.VALUE,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:plc_vendor_envelope,678df6d1af993324,external_train,plc_vendor_envelope
PLC01.推钢速度.VALUE,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:plc_vendor_envelope,b5411df3483babcb,external_train,plc_vendor_envelope
PLC01.步进速度.VALUE,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:plc_vendor_envelope,16d7ad61d238739b,external_train,plc_vendor_envelope
WALKING.BEAM.SPEED,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:separator_noise,d86c67b0f3678ae8,external_train,separator_noise
WALKING_BEAM_SPEED(m/min),steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_parenthesis,9734758865127754,external_train,unit_parenthesis
WALKING_BEAM_SPEED__m/min__AI,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_channel_mix,2b2ecc7a4ce8e0bc,external_train,unit_channel_mix
beam_speed_raw,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:case_and_suffix_noise,4bbd1c14816ef0be,external_train,case_and_suffix_noise
walking.beam.speed,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:separator_noise,42c001309ca49ab1,external_train,separator_noise
walking_beam_speed(m/min),steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_parenthesis,cb4b31799756bc20,external_train,unit_parenthesis
walking_beam_speed__m/min__AI,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_channel_mix,ea05a035b4e6bc42,external_train,unit_channel_mix
walking_beam_speed_raw,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:case_and_suffix_noise,0cab37d268f69a6b,external_train,case_and_suffix_noise
出钢速度,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:separator_noise,516f5830643c45d7,external_train,separator_noise
出钢速度(m/min),steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_parenthesis,9bc07c74e76d17b0,external_train,unit_parenthesis
出钢速度__m/min__AI,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_channel_mix,80fd2a40db2acc71,external_train,unit_channel_mix
出钢速度_raw,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:case_and_suffix_noise,208b9b1620494559,external_train,case_and_suffix_noise
推钢速度,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:separator_noise,98808f47b468007d,external_train,separator_noise
推钢速度(m/min),steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_parenthesis,e5a563d45e31a7ed,external_train,unit_parenthesis
推钢速度__m/min__AI,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_channel_mix,a856efe7e51ea7f9,external_train,unit_channel_mix
推钢速度_raw,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:case_and_suffix_noise,3d88792d18867fd2,external_train,case_and_suffix_noise
步进速度,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:separator_noise,1bc88f2b6941fe97,external_train,separator_noise
步进速度(m/min),steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_parenthesis,adad43b1eb6966e5,external_train,unit_parenthesis
步进速度__m/min__AI,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:unit_channel_mix,64a283a2b3d50178,external_train,unit_channel_mix
步进速度_raw,steel_reheating_furnace,walking_beam_speed,required,manipulated,m/min,multi_angle:case_and_suffix_noise,12c30370a8644c65,external_train,case_and_suffix_noise
2号线_coal_flow_测点A12,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:equipment_channel_context,276bd3cfbdb78c94,external_train,equipment_channel_context
2号线_总煤量_测点A12,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:equipment_channel_context,1d228f875ac0e2c5,external_train,equipment_channel_context
2号线_燃煤量_测点A12,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:equipment_channel_context,16e648100d25ff7c,external_train,equipment_channel_context
DCS-A-coal_flow-PV-07,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:dcs_vendor_envelope,d54675dc7bd7d2bd,external_train,dcs_vendor_envelope
DCS-A-总煤量-PV-07,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:dcs_vendor_envelope,10949ac997da980c,external_train,dcs_vendor_envelope
DCS-A-燃煤量-PV-07,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:dcs_vendor_envelope,0c7bcaba447329f0,external_train,dcs_vendor_envelope
PLC01.coal_flow.VALUE,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:plc_vendor_envelope,fbc49442f63f7d55,external_train,plc_vendor_envelope
PLC01.总煤量.VALUE,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:plc_vendor_envelope,d921aed1fb7cd4a4,external_train,plc_vendor_envelope
PLC01.燃煤量.VALUE,thermal_power_boiler,coal_flow,required,manipulated,t/h,multi_angle:plc_vendor_envelope,df02d843c96d3cec,external_train,plc_vendor_envelope
